,genre,artist,track,popularity,danceability,instrumentalness,favorite,prediction
14761,Dance,Lorde,Perfect Places,68,0.622,2.95e-05,0,1
14782,Dance,OneRepublic,Good Life,69,0.636,0.0,0,1
14825,Dance,Christina Perri,arms,65,0.46299999999999997,4.89e-06,0,1
14840,Dance,The Chainsmokers,You Owe Me,68,0.675,0.0,0,1
14877,Dance,Lorde,The Love Club,64,0.792,0.0112,0,1
14880,Dance,Lady Gaga,Diamond Heart,64,0.662,3.61e-06,0,1
14881,Dance,Rita Ora,Anywhere,80,0.628,0.0,0,1
14897,Dance,Pitbull,Feel This Moment,67,0.6729999999999999,0.0,0,1
14932,Dance,Lauv,Reforget,65,0.44,0.0,0,1
14959,Dance,Julia Michaels,Deep,65,0.7390000000000001,0.0,0,1
14969,Dance,MARINA,Superstar,68,0.7090000000000001,0.0,0,1
14980,Dance,Lorde,Buzzcut Season,66,0.7290000000000001,0.37,0,1
14986,Dance,Sabrina Carpenter,Paris,67,0.5760000000000001,0.0,0,1
14995,Dance,Martin Jensen,Nobody,71,0.6729999999999999,0.0,0,1
14998,Dance,Shawn Mendes,Why (Remix) [feat. Leon Bridges] - Remix,67,0.62,0.0,0,1
15035,Dance,VÉRITÉ,Somebody Else,67,0.674,0.000529,0,1
15040,Dance,R3HAB,Rumors (With Sofia Carson),68,0.7120000000000001,0.0,0,1
15053,Dance,James TW,Suitcase,70,0.669,0.0,0,1
15064,Dance,Halsey,Drive,64,0.5710000000000001,0.00016,0,1
15068,Dance,Sia,Move Your Body - Alan Walker Remix,69,0.636,0.0008960000000000001,0,1
15103,Dance,Carly Rae Jepsen,No Drug Like Me,64,0.5529999999999999,1.14e-06,0,1
15136,Dance,Usher,Love in This Club (feat. Young Jeezy),66,0.573,0.0,0,1
15140,Dance,Jeremy Zucker,wildfire,60,0.488,7.56e-06,0,1
15150,Dance,Usher,Burn - Confession Special Edition Version,66,0.7959999999999999,0.0,0,1
15152,Dance,gnash,tell me it's okay,61,0.67,0.0,0,1
15161,Dance,Ne-Yo,Closer,59,0.711,2.9600000000000005e-05,0,1
15170,Dance,Maggie Lindemann,Would I,66,0.655,7.59e-05,0,1
15185,Dance,The-Dream,Shawty Is Da Shit,65,0.782,0.0,0,1
15213,Dance,Demi Lovato,Lonely,63,0.655,0.0,0,1
15228,Dance,Ariana Grande,I Don't Care,63,0.59,1.38e-06,0,1
15259,Dance,ZAYN,Natural,65,0.655,1.57e-05,0,1
15268,Dance,Ciara,Greatest Love,66,0.687,0.0,0,1
15273,Dance,Justin Timberlake,Morning Light,63,0.62,0.0482,0,1
15276,Dance,Jaheim,Put That Woman First,62,0.649,0.0,0,1
15278,Dance,MKTO,American Dream,64,0.5539999999999999,0.0,0,1
15300,Dance,Destiny's Child,"Bills, Bills, Bills",65,0.845,0.0,0,1
15322,Dance,Julia Michaels,Uh Huh,59,0.775,4.36e-05,0,1
15330,Dance,PRETTYMUCH,Healthy,62,0.713,0.0,0,1
15338,Dance,Olivia O'Brien,Care Less More,64,0.746,0.0,0,1
15355,Dance,Beyoncé,Dangerously In Love,60,0.609,0.0,0,1
15365,Dance,One Direction,Fool's Gold,65,0.515,1.29e-06,0,1
15367,Dance,Kehlani,Jealous (feat. Lexii Alijai),61,0.5589999999999999,0.0,0,1
15398,Dance,David Guetta,Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,68,0.6779999999999999,0.0,0,1
15407,Dance,Katy Perry,The One That Got Away - Acoustic,68,0.7140000000000001,0.0,0,1
15423,Dance,Lauv,Question,62,0.635,0.0,0,1
15425,Dance,Halsey,Hopeless,60,0.444,0.0,0,1
15436,Dance,Tori Kelly,Never Alone,60,0.561,2.64e-06,0,1
15439,Dance,Fifth Harmony,Don't Say You Love Me,69,0.585,0.0,0,1
15440,Dance,Louis Tomlinson,Just Like You,65,0.703,0.0,0,1
15444,Dance,Marc E. Bassy,XX,61,0.6509999999999999,1.65e-05,0,1
15460,Dance,Metronomy,The Look,69,0.638,0.0391,0,1
15463,Dance,P!nk,Just Give Me a Reason,56,0.778,0.000302,0,1
15465,Dance,Melanie Martinez,Gingerbread Man,61,0.72,0.000918,0,1
15466,Dance,Monica,So Gone,63,0.618,0.0,0,1
15483,Dance,Olivia O'Brien,Find What You're Looking For,64,0.726,0.0,0,1
15496,Dance,Destiny's Child,Cater 2 U,63,0.605,0.0,0,1
15518,Dance,Betty Who,I Remember,58,0.779,0.00015,0,1
15525,Dance,Shawn Mendes,Lights On,66,0.706,0.0,0,1
15543,Dance,Astrid S,Think Before I Talk,71,0.773,0.0,0,1
15563,Dance,Sevyn Streeter,Been A Minute (feat. August Alsina),62,0.731,0.0,0,1
15564,Dance,Kehlani,Do U Dirty,59,0.653,0.0,0,1
15568,Dance,Jack & Jack,Closure,61,0.597,0.000596,0,1
15576,Dance,Little Mix,Salute,68,0.6409999999999999,0.0,0,1
15588,Dance,Kid Ink,Hell & Back,63,0.597,0.0,0,1
15590,Dance,One Direction,Over Again,65,0.545,0.0,0,1
15609,Dance,Lady Gaga,Sinner's Prayer,61,0.59,0.000446,0,1
15630,Dance,Noah Cyrus,Punches (with LP),67,0.531,0.0,0,1
15631,Dance,Sasha Sloan,Normal,63,0.7490000000000001,7.85e-06,0,1
15655,Dance,ZAYN,Flight Of The Stars,63,0.768,3.87e-05,0,1
15686,Dance,Lana Del Rey,Pretty When You Cry,60,0.509,0.0,0,1
15687,Dance,Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",68,0.43,0.0,0,1
15689,Dance,Shawn Mendes,No Promises,66,0.619,0.0,0,1
15698,Dance,Avicii,Silhouettes - Original Radio Edit,67,0.604,0.0689,0,1
15717,Dance,Katy Perry,Birthday,63,0.7190000000000001,3.75e-06,0,1
15721,Dance,Usher,No Limit (feat. Young Thug),62,0.7170000000000001,0.0,0,1
15753,Dance,New Boyz,FM$,58,0.67,0.0299,0,1
15778,Dance,Matoma,Party On The West Coast (feat. Snoop Dogg),66,0.635,1.4800000000000002e-05,0,1
15791,Dance,Dido,Thank You,60,0.722,0.000538,0,1
15802,Dance,Backstreet Boys,OK,61,0.789,0.0,0,1
15811,Dance,Bow Wow,Like You,64,0.7140000000000001,0.0,0,1
15824,Dance,MØ,Theme Song (I'm Far Away),65,0.659,0.0011099999999999999,0,1
15825,Dance,Chris Brown,Bitches N Marijuana,65,0.5589999999999999,0.0,0,1
15839,Dance,Usher,Climax,62,0.647,2.6899999999999997e-05,0,1
15860,Dance,Willow,Marceline,58,0.711,0.000138,0,1
15873,Dance,LÉON,Surround Me,67,0.53,0.0,0,1
15922,Dance,Justin Bieber,Stuck In The Moment,61,0.715,0.0,0,1
15930,Dance,Beyoncé,Rocket,61,0.495,0.0,0,1
15950,Dance,Janelle Monáe,I Like That - Recorded at Spotify Studios NYC,61,0.522,2.18e-06,0,1
15963,Dance,Vigiland,Be Your Friend‬‬,74,0.6,0.0,0,1
15964,Dance,Julia Michaels,Don't Wanna Think,56,0.53,1e-06,0,1
15978,Dance,Cher Lloyd,None Of My Business,67,0.7929999999999999,0.0,0,1
15999,Dance,Twista,Slow Jamz (feat. Kanye West & Jamie Foxx),63,0.561,0.0,0,1
16074,Dance,Sia,Thunderclouds - Lost Frequencies Remix,66,0.521,0.00028700000000000004,0,1
16081,Dance,Terror Jr,3 Strikes,61,0.599,0.00773,0,1
16084,Dance,Mark Ronson,Nothing Breaks Like a Heart - Dimitri from Paris Remix,64,0.5920000000000001,0.0,0,1
16153,Dance,Tiësto,Carry You Home (feat. StarGate & Aloe Blacc),67,0.518,0.0,0,1
16170,Dance,Astrid S,Closer,68,0.531,0.0,0,1
16180,Dance,Sasha Sloan,I’ll Be There,56,0.516,9.22e-05,0,1
16181,Dance,Gryffin,Tie Me Down (feat. Elley Duhé) - Blanke Remix,62,0.578,0.0,0,1
16198,Dance,ZAYN,If I Got You,62,0.547,0.0,0,1
16203,Dance,gnash,that one song,56,0.8270000000000001,0.0,0,1
16218,Dance,Twista,Slow Jamz,59,0.569,0.0,0,1
16233,Dance,Kid Ink,F With U (feat. Ty Dolla $ign),61,0.578,0.0,0,1
16258,Dance,La Bouche,Be My Lover,61,0.669,4.2999999999999995e-06,0,1
16304,Dance,Atomic Kitten,Whole Again,69,0.747,0.00355,0,1
16342,Dance,will.i.am,Feelin' Myself,64,0.8590000000000001,0.0,0,1
16375,Dance,DNCE,Still Good,60,0.7020000000000001,0.0,0,1
16382,Dance,Chelsea Cutler,Mess,56,0.7290000000000001,1.31e-05,0,1
16383,Dance,Fifth Harmony,He Like That,64,0.5920000000000001,0.0,0,1
16388,Dance,James Arthur,I Am,62,0.47600000000000003,0.0,0,1
16400,Dance,Timeflies,First Time,60,0.703,0.0,0,1
16408,Dance,Pia Mia,I'm A Fan (feat. Jeremih),63,0.6509999999999999,0.0,0,1
16411,Dance,Jack & Jack,Lotta Love,60,0.7240000000000001,0.0,0,1
16429,Dance,Maxwell,Pretty Wings - uncut,59,0.563,2.07e-06,0,1
16430,Dance,Diddy,I Need A Girl (Part One) (feat. Usher & Loon),63,0.66,0.0,0,1
16436,Dance,Mariah Carey,GTFO,58,0.69,0.0009710000000000001,0,1
16442,Dance,SHINee,View,62,0.728,0.0,0,1
16445,Dance,Lorde,Sober,58,0.7959999999999999,0.00411,0,1
16456,Dance,Kehlani,Everything Is Yours,56,0.608,0.0,0,1
16467,Dance,Ariana Grande,December,58,0.71,0.0,0,1
16502,Dance,Lorde,White Teeth Teens,58,0.643,6.99e-05,0,1
16546,Dance,Jon B.,They Don't Know,57,0.6970000000000001,3.35e-06,0,1
16597,Dance,PLVTINUM,Champagne & Sunshine,56,0.607,0.0,0,1
16623,Dance,Ginuwine,In Those Jeans,61,0.691,0.0,0,1
16626,Dance,Ciara,Like a Boy,60,0.701,0.0,0,1
16629,Dance,Astrid S,Such A Boy,66,0.6629999999999999,1.06e-06,0,1
16655,Dance,Luis Fonsi,Llegaste Tú,66,0.7559999999999999,0.0,0,1
16680,Dance,ZAYN,Stand Still,60,0.6609999999999999,0.0746,0,1
16721,Dance,Transviolet,Undo,58,0.6859999999999999,0.00946,0,1
16731,Dance,Brandy,Full Moon,57,0.6920000000000001,0.0029,0,1
16734,Dance,Avril Lavigne,Goddess,64,0.47200000000000003,0.0,0,1
16758,Dance,Kiiara,Feels,55,0.6509999999999999,3.68e-05,0,1
16771,Dance,Julia Michaels,Just Do It,54,0.8009999999999999,2.48e-05,0,1
16810,Dance,Maggie Lindemann,Human,60,0.6920000000000001,0.00011499999999999999,0,1
16836,Dance,Chris Brown,Wrist,58,0.758,0.0,0,1
16859,Dance,Rihanna,"Yeah, I Said It",53,0.45,4.02e-06,0,1
16866,Dance,Chelsea Cutler,Deserve This,55,0.695,1.85e-06,0,1
16873,Dance,Shakira,Trap (feat. Maluma),64,0.774,0.0,0,1
16891,Dance,Ne-Yo,When You're Mad,57,0.654,0.0,0,1
16895,Dance,One Direction,Walking in the Wind,59,0.687,0.0,0,1
16901,Dance,Wet,Old Bone - Jim-E Stack Remix,56,0.755,0.504,0,1
16911,Dance,Jeremy Zucker,Icarus,53,0.682,0.0,0,1
16932,Dance,Macklemore & Ryan Lewis,Need To Know (feat. Chance The Rapper),55,0.603,4.04e-06,0,1
16979,Dance,ZAYN,BoRdErSz,58,0.627,0.0319,0,1
17025,Dance,Noah Cyrus,I'm Stuck,56,0.8590000000000001,0.0015400000000000001,0,1
17037,Dance,ZAYN,dRuNk,58,0.643,9.9e-06,0,1
17055,Dance,Chris Brown,Who's Gonna (NOBODY),56,0.634,0.0,0,1
17082,Dance,The-Dream,Bedroom,62,0.654,5.1e-05,0,1
17087,Dance,Lauv,I Like Me Better - Ryan Riback Remix,57,0.61,2.3e-06,0,1
17104,Dance,James TW,Torn - Bonus Track,65,0.599,0.0,0,1
17109,Dance,Chelsea Cutler,Someone Else,53,0.494,0.00014099999999999998,0,1
17118,Dance,SWV,Right Here - Human Nature Radio Mix,60,0.615,0.0105,0,1
17146,Dance,SoMo,Wild Heart,56,0.6779999999999999,0.0,0,1
17155,Dance,Demi Lovato,Hitchhiker,57,0.7,1.21e-05,0,1
17167,Dance,Why Don't We,Tell Me,55,0.8220000000000001,0.0,0,1
17170,Dance,Avicii,Sunset Jesus,61,0.61,1.06e-06,0,1
17172,Dance,Charlie Puth,Through It All,59,0.562,0.0,0,1
17199,Dance,Jeremy Zucker,Flying Kites,51,0.726,1.73e-05,0,1
17208,Dance,Marc E. Bassy,Lock It Up (feat. Kehlani),56,0.738,0.0,0,1
17217,Dance,Empire Cast,What Is Love (feat. V. Bozeman),54,0.514,0.0,0,1
17223,Dance,P!nk,Better Life,59,0.7709999999999999,0.0,0,1
17245,Dance,Trey Songz,1x1,60,0.493,0.0,0,1
17249,Dance,Toro y Moi,Miss Me (feat. ABRA),55,0.659,0.000106,0,1
17253,Dance,En Vogue,Hold On,58,0.728,0.0,0,1
17258,Dance,Avicii,What Would I Change It To (feat. AlunaGeorge),64,0.787,6.24e-06,0,1
17276,Dance,Shaggy,I Need Your Love,61,0.529,0.0,0,1
17279,Dance,Robyn,Human Being,52,0.7290000000000001,0.524,0,1
17282,Dance,Lady Gaga,ARTPOP,58,0.747,1.1900000000000001e-05,0,1
17299,Dance,Mariah Carey,8th Grade,56,0.76,0.0,0,1
17315,Dance,Charlie Puth,Some Type Of Love,60,0.706,0.0,0,1
17317,Dance,Flume,On Top,52,0.528,5.5299999999999996e-05,0,1
17362,Dance,Next,Butta Love,58,0.735,0.0,0,1
17376,Dance,Chris Brown,Beautiful People,52,0.632,0.00621,0,1
17432,Dance,Gwen Stefani,What U Workin' With?,59,0.753,0.00015900000000000002,0,1
17438,Dance,112,Only You-Bad Boy Remix (feat. The Notorious B.I.G. & Mase),60,0.764,0.0,0,1
17441,Dance,Trey Songz,All We Do,56,0.6729999999999999,0.0,0,1
17463,Dance,B.o.B,Roll Up (feat. Marko Penn),58,0.825,0.0,0,1
17482,Dance,Tori Kelly,Don't You Worry 'Bout A Thing,58,0.617,1.92e-05,0,1
17494,Dance,Trey Songz,Priceless,56,0.691,0.0,0,1
17518,Dance,Broods,Too Proud,57,0.6509999999999999,1.95e-06,0,1
17522,Dance,Ne-Yo,LA NIGHTS,56,0.738,0.0,0,1
17526,Dance,Hailee Steinfeld,Most Girls - Acoustic,62,0.665,0.0,0,1
17532,Dance,T.I.,The Weekend (feat. Young Thug & Swizz Beatz),57,0.547,0.0,0,1
17542,Dance,Felix Jaehn,"Jennie (feat. R. City, Bori)",73,0.809,0.0,0,1
17568,Dance,Shakira,Inevitable,67,0.595,0.000149,0,1
17570,Dance,Toni Braxton,Long As I Live,58,0.5329999999999999,0.000109,0,1
17589,Dance,Lorde,Biting Down,55,0.83,0.0317,0,1
17612,Dance,Jeremih,Worthy,57,0.8079999999999999,1.0199999999999999e-05,0,1
17636,Dance,Shawn Mendes,"Youth (Remix) [feat. Khalid, and Jessie Reyez] - Remix",59,0.608,0.0,0,1
17640,Dance,ZAYN,sHe,57,0.555,0.0,0,1
17656,Dance,Lisa Stansfield,The Real Thing - Remastered,66,0.698,0.0,0,1
17681,Dance,Bebe Rexha,Shining Star,56,0.7509999999999999,5.3400000000000004e-05,0,1
17731,Dance,Zara Larsson,Sexual - Recorded at Spotify Studios NYC,63,0.6990000000000001,0.0,0,1
17760,Dance,Kat Deluna,Whine Up - English Version,54,0.821,2.81e-06,0,1
17763,Dance,Avicii,Gonna Love Ya,62,0.718,0.0994,0,1
17772,Dance,Mariah Carey,One Mo' Gen,55,0.6459999999999999,0.0,0,1
17789,Dance,Jhene Aiko,Hello Ego,57,0.6920000000000001,0.0,0,1
17811,Dance,Sabrina Carpenter,Hold Tight,55,0.5820000000000001,0.0,0,1
17812,Dance,Jon B.,Don't Talk,56,0.8140000000000001,0.0,0,1
17886,Dance,Major Lazer,Blow That Smoke - VERSANO Remix,53,0.8140000000000001,0.000251,0,1
17891,Dance,T.I.,Memories Back Then,54,0.7959999999999999,0.0,0,1
17958,Dance,Anne-Marie,Then,62,0.5429999999999999,0.0,0,1
18048,Dance,Florence + The Machine,"Hunger - Recorded At RAK Studios, London",59,0.7390000000000001,3.3e-06,0,1
18095,Dance,Demi Lovato,Concentrate,54,0.6629999999999999,0.0,0,1
18123,Dance,August Alsina,Secret,56,0.491,0.0,0,1
18124,Dance,Kesha,Let 'Em Talk,52,0.479,0.125,0,1
18142,Dance,Jhene Aiko,Lyin King,55,0.524,0.0,0,1
18173,Dance,Wale,The Body (feat. Jeremih),54,0.493,0.0,0,1
18186,Dance,The Black Eyed Peas,BIG LOVE,61,0.76,0.0117,0,1
18253,Dance,Nicki Minaj,Regret In Your Tears,57,0.764,0.306,0,1
18365,Dance,Usher,Rivals (feat. Future),55,0.519,0.0,0,1
18377,Dance,MØ,When I Was Young,58,0.677,0.000207,0,1
18385,Dance,Craig David,I Know You,67,0.56,0.0,0,1
18396,Dance,Troye Sivan,YOUTH - Gryffin Remix,54,0.5589999999999999,0.0171,0,1
18431,Dance,Trey Songz,Let Me Know,53,0.608,0.0,0,1
18477,Dance,Chris Brown,Confidence,56,0.767,3.51e-06,0,1
18546,Dance,Kid Ink,That's on You,58,0.596,0.0,0,1
18552,Dance,MØ,Beautiful Wreck,55,0.677,0.0,0,1
18663,Dance,Jhene Aiko,Maniac,54,0.43200000000000005,1.35e-06,0,1
18668,Dance,NEIKED,Call Me,57,0.619,0.0,0,1
18672,Dance,Paty Cantú,Cuenta Pendiente,69,0.524,0.000248,0,1
18689,Dance,Madison Beer,Melodies,54,0.483,0.0,0,1
18690,Dance,Chris Brown,Rock Your Body,54,0.46299999999999997,0.0,0,1
18700,Dance,R3HAB,Trouble,57,0.7440000000000001,5.8899999999999995e-05,0,1
18707,Dance,Dillon Francis,Ven,54,0.743,2.02e-05,0,1
18801,Dance,MØ,Nostalgia - Single Version,58,0.6890000000000001,0.000169,0,1
18814,Dance,Tove Lo,shivering gold,58,0.606,0.0,0,1
18855,Dance,Trey Songz,Attitude,52,0.768,0.0,0,1
18861,Dance,Rita Ora,Poison,62,0.579,1.52e-06,0,1
18887,Dance,Alessia Cara,Girl Next Door,55,0.705,0.0,0,1
18889,Dance,SHY Martin,Good Together,60,0.598,0.0,0,1
18925,Dance,Lennon Stella,La Di Da - Hibell Remix,53,0.5589999999999999,0.0,0,1
18937,Dance,Sabrina Carpenter,"Wildside - From ""Adventures in Babysitting""",53,0.7659999999999999,0.000138,0,1
18998,Dance,Luis Fonsi,Ahí Estas Tú,59,0.5870000000000001,0.0,0,1
19011,Dance,Troye Sivan,Fun,53,0.637,3.42e-06,0,1
19039,Dance,Andy Grammer,All Time Low (Cover) - Recorded at Spotify Studios NYC,55,0.7070000000000001,0.0,0,1
19058,Dance,William Singe,Right Hand,53,0.79,0.0,0,1
19070,Dance,Chris Brown,Lights Out,54,0.73,0.0,0,1
19074,Dance,Kiana Ledé,Shame,54,0.8,0.0,0,1
19309,Dance,Jess Glynne,Broken,61,0.455,0.0,0,1
19411,Dance,Lostboycrow,Suburban Girl,54,0.479,0.000616,0,1
19468,Dance,August Alsina,Be Love,53,0.504,0.0,0,1
19574,Dance,Arcade Fire,Good God Damn,56,0.799,0.00293,0,1
19618,Dance,William Singe,Fake Love,54,0.6579999999999999,0.0,0,1
19628,Dance,Duke Dumont,Real Life,64,0.5429999999999999,0.00358,0,1
19636,Dance,Juan Magán,Internacional,63,0.6579999999999999,0.0,0,1
19669,Dance,Jhene Aiko,Frequency,52,0.7090000000000001,0.0,0,1
19707,Dance,ALMA,When I Die,57,0.7759999999999999,4.88e-05,0,1
19770,Dance,Whitney Houston,I Didn't Know My Own Strength,54,0.601,0.0,0,1
19772,Dance,Christina Aguilera,I Turn to You,58,0.599,0.0,0,1
19876,Dance,Sasha Sloan,Hurt,51,0.715,0.0049,0,1
19904,Dance,Cher,Gimme! Gimme! Gimme! (A Man After Midnight),56,0.616,0.0,0,1
19925,Dance,Seeb,Breathe,63,0.527,7.44e-06,0,1
19973,Dance,Tove Styrke,Vibe,57,0.586,0.0,0,1
20038,Dance,Robin Schulz,I Believe I'm Fine,63,0.711,0.0,0,1
20105,Dance,Timeflies,Little Bit,51,0.845,0.0,0,1
20238,Dance,Usher,Crash,56,0.698,0.00033,0,1
20408,Dance,Katy Perry,Déjà Vu,55,0.636,0.0007509999999999999,0,1
20433,Dance,Charli XCX,After the Afterparty (feat. Lil Yachty) - Alan Walker Remix,61,0.595,1.01e-05,0,1
20474,Dance,gnash,"i hate u, i love u (feat. olivia o'brien) - Deepend Remix",52,0.736,0.0,0,1
20482,Dance,Tiësto,Harder (feat. Talay Riley),58,0.606,2.46e-05,0,1
20545,Dance,Kaskade,Nobody Like You,53,0.7559999999999999,5.21e-06,0,1
20592,Dance,Ciara,Dance Like We're Making Love,56,0.721,4.47e-06,0,1
20616,Dance,Charlie Puth,How Long - Jerry Folk Remix,53,0.8170000000000001,0.00595,0,1
20623,Dance,Cyndi Lauper,Girls Just Wanna Have Fun,56,0.6859999999999999,0.000314,0,1
20632,Dance,Clean Bandit,We Were Just Kids (feat. Craig David & Kirsten Joy),60,0.773,0.0,0,1
20720,Dance,Years & Years,Sanctify,60,0.667,2.05e-05,0,1
20727,Dance,Cosmo's Midnight,Get To Know,56,0.725,0.00227,0,1
20858,Dance,The Chainsmokers,Something Just Like This - Don Diablo Remix,53,0.72,0.00047599999999999997,0,1
20912,Dance,Madonna,Give It 2 Me,44,0.8370000000000001,0.000405,0,1
20919,Dance,Tove Lo,Influence,54,0.768,0.000184,0,1
20960,Dance,Kylie Minogue,Get Outta My Way,56,0.5770000000000001,0.00703,0,1
21082,Dance,Shakira,Dia de Enero,63,0.687,1.11e-05,0,1
21141,Dance,Hayley Kiyoko,One Bad Night,50,0.614,0.0698,0,1
21168,Dance,Rita Ora,Keep Talking (feat. Julia Michaels),56,0.76,0.0,0,1
21215,Dance,Zara Larsson,Don't Let Me Be Yours,57,0.792,0.0,0,1
21313,Dance,Juanes,Mis Planes Son Amarte,59,0.612,2.73e-06,0,1
21347,Dance,Afrojack,Bassride,57,0.61,0.883,0,1
21351,Dance,Austin Mahone,Dirty Work,53,0.789,0.0,0,1
21388,Dance,Broods,Heartlines - MOUNT Remix,50,0.7559999999999999,8.499999999999999e-05,0,1
21498,Dance,Ruel,Not Thinkin' Bout You (Remix) (feat. GoldLink),53,0.68,0.0,0,1
21541,Dance,Selena Gomez,Undercover,53,0.633,0.00028,0,1
21625,Dance,Sasha Sloan,Ready Yet - San Holo Remix,48,0.701,0.000103,0,1
21629,Dance,MKTO,Superstitious,53,0.486,0.0,0,1
21793,Dance,James Arthur,Naked - CADE Remix,54,0.604,0.0,0,1
21833,Dance,Sigrid,Raw,53,0.625,0.0,0,1
22058,Dance,Mario,Too Many Options,53,0.691,1.3300000000000001e-05,0,1
22101,Dance,David Guetta,Say My Name (feat. Bebe Rexha & J Balvin) - Corey James Remix,53,0.528,0.0,0,1
22142,Dance,Bridgit Mendler,Diving,47,0.581,0.00101,0,1
22176,Electronic,San Holo,Light,71,0.57,2.49e-06,0,1
22193,Electronic,Daft Punk,Doin' it Right,65,0.804,2.17e-05,0,1
22224,Electronic,QUIX,Giving Up (feat. Jaden Michaels),63,0.484,4.48e-05,0,1
22245,Electronic,San Holo,brighter days,62,0.603,0.0,0,1
22282,Electronic,Vigiland,Be Your Friend‬‬,74,0.6,0.0,0,1
22291,Electronic,Alison Wonderland,High,57,0.41600000000000004,1.24e-06,0,1
22334,Electronic,Metronomy,The Look,69,0.638,0.0391,0,1
22370,Electronic,RL Grime,Atoms - Said the Sky Remix,55,0.519,8.420000000000001e-05,0,1
22376,Electronic,Türküm,Tender Lies,58,0.524,0.000124,0,1
22388,Electronic,Daft Punk,The Game of Love,58,0.7120000000000001,0.314,0,1
22414,Electronic,Duskus,Where To Go,57,0.7759999999999999,0.5720000000000001,0,1
22434,Electronic,Portishead,Roads,62,0.55,0.0564,0,1
22500,Electronic,Fabian Mazur,Edge of Love (feat. Nevve),56,0.74,0.0,0,1
22543,Electronic,Baauer,One Touch (feat. AlunaGeorge and Rae Sremmurd),57,0.733,0.0,0,1
22644,Electronic,Dillon Francis,Ven,54,0.743,2.02e-05,0,1
22667,Electronic,Bonobo,Bambro Koyo Ganda,58,0.723,0.33399999999999996,0,1
22781,Electronic,Massive Attack,Inertia Creeps,56,0.365,0.52,0,1
22864,Electronic,Mo' Horizons,Cowboy Bossa feat. Yanez,59,0.789,0.00106,0,1
22894,Electronic,Thievery Corporation,Until The Morning,53,0.6,0.0471,0,1
23387,Electronic,Malbek,Равнодушие,52,0.722,0.23399999999999999,0,1
23437,Electronic,ARMNHMR,FAREWELL (Corporate Slackrs Remix),44,0.467,0.00417,0,1
23439,Electronic,Dillon Francis,Esta Noche,53,0.7609999999999999,0.00019099999999999998,0,1
23769,Electronic,Lucky Luke,Wonderwall,59,0.7959999999999999,0.00297,0,1
25186,Electronic,MC Hammer,Here Comes The Hammer,36,0.8959999999999999,0.34,0,1
26159,Electronic,Daniel Avery,Drone Logic,47,0.648,0.843,0,1
27230,Alternative,Jordan Rakei,Mind’s Eye,53,0.485,0.0029100000000000003,0,1
27431,Alternative,ABRA,Roses,46,0.752,0.00518,0,1
27644,Alternative,Ryan Adams,To Be Without You,46,0.633,0.324,0,1
31863,Anime,My Little Lover,Man&Woman,42,0.635,0.00011200000000000001,0,1
37294,Electronic,Moksi,Set Me Free,36,0.9420000000000001,0.0935,0,1
38119,Electronic,Floni,Falskar ástir,53,0.703,2.4299999999999998e-05,0,1
39367,Electronic,DROELOE,Looking Back - Sem Remix,32,0.616,2.71e-05,0,1
40102,Electronic,Lucky Luke,Out of Touch - Verbus & Dan Port Remix,39,0.8909999999999999,0.0030800000000000003,0,1
40533,Folk,Don McLean,American Pie,73,0.527,0.0,0,1
40535,Folk,Hozier,Work Song,70,0.531,0.0,0,1
40536,Folk,Buffalo Springfield,For What It's Worth,75,0.653,0.0209,0,1
40543,Folk,Dermot Kennedy,Lost,73,0.578,0.0,0,1
40567,Folk,Dermot Kennedy,A closeness,70,0.47,0.00023199999999999997,0,1
40574,Folk,Colbie Caillat,Bubbly,70,0.664,0.0,0,1
40586,Folk,Ben Howard,Only Love,74,0.545,0.00137,0,1
40591,Folk,Steve Miller Band,The Joker,75,0.424,3.78e-06,0,1
40596,Folk,The Band,The Weight - Remastered,71,0.63,5.7499999999999995e-05,0,1
40619,Folk,Birdtalker,Heavy,69,0.614,2.64e-06,0,1
40659,Folk,Aquilo,Sorry,67,0.452,0.0,0,1
40667,Folk,Dermot Kennedy,"Heartless - Recorded At RAK Studios, London",67,0.444,0.0,0,1
40693,Folk,Jordan Mackampa,What Could Have Been,67,0.5579999999999999,1.9e-06,0,1
40751,Folk,Feist,1234,60,0.71,1.99e-06,0,1
40767,Folk,Bahamas,Way With Words,65,0.785,0.00198,0,1
40773,Folk,Allman Brown,Sweetest Thing,68,0.546,9.73e-05,0,1
40774,Folk,Sylvan Esso,Coffee,61,0.457,0.00122,0,1
40780,Folk,Mat Kearney,Memorized,65,0.547,0.00031299999999999996,0,1
40791,Folk,Rhys Lewis,No Right To Love You - Acoustic,75,0.531,0.0,0,1
40801,Folk,Daryl Hall & John Oates,Sara Smile,65,0.5920000000000001,0.0008939999999999999,0,1
40806,Folk,Sons Of The East,My Repair,67,0.5710000000000001,0.0,0,1
40810,Folk,The Beach Boys,Good Vibrations - Remastered,71,0.396,0.000124,0,1
40831,Folk,Dermot Kennedy,Moments Passed,64,0.5529999999999999,2.22e-05,0,1
40914,Folk,Caamp,All the Debts I Owe,61,0.483,0.00479,0,1
